Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),labels
2.933346763E1,2.001299858E0,-0.226099998,1.315400004E0,2.405535180E0,0.00E+00
2.934346763E1,1.908199906E0,-0.575599968,4.806999862E-1,2.050271856E0,0.00E+00
2.935346607E1,1.982699990E0,-0.779299974,-0.195799992,2.139332919E0,0.00E+00
2.936346607E1,2.139199972E0,-0.627900004,-0.708499968,2.339317666E0,0.00E+00
2.937346763E1,2.300199986E0,-0.297399998,-1.209599972,2.615817047E0,0.00E+00
2.938346607E1,2.563299894E0,2.308999896E-1,-1.578299999,3.019081324E0,0.00E+00
2.939346607E1,2.750000000E0,8.072999716E-1,-1.742299914,3.354078448E0,0.00E+00
2.940346763E1,2.779299974E0,1.399099946E0,-1.758899927,3.574313635E0,0.00E+00
2.941346763E1,2.737399817E0,1.984699965E0,-1.717099905,3.792205663E0,0.00E+00
2.942346607E1,2.592200041E0,2.355499983E0,-1.626999974,3.861995616E0,0.00E+00
2.943346607E1,2.391999960E0,2.697599888E0,-1.480700016,3.897586625E0,0.00E+00
2.944346763E1,2.224999905E0,2.981999874E0,-1.33829999,3.953984659E0,0.00E+00
2.945346763E1,1.992199898E0,3.158999920E0,-1.151499987,3.908208432E0,0.00E+00
2.946346607E1,1.732899904E0,3.317299843E0,-0.894799948,3.848127762E0,0.00E+00
2.947346763E1,1.476699948E0,3.339900017E0,-0.735099971,3.725043198E0,0.00E+00
2.948346763E1,1.303099990E0,3.286799908E0,-0.684399962,3.601322885E0,0.00E+00
2.949346763E1,1.184000015E0,3.208799839E0,-0.812399983,3.515429729E0,0.00E+00
2.950346607E1,1.139599919E0,3.175199986E0,-0.970999956,3.510473449E0,0.00E+00
2.951346763E1,1.140900016E0,3.098399878E0,-1.158900023,3.499254765E0,0.00E+00
2.952346763E1,1.138999939E0,3.066999912E0,-1.344299912,3.537082354E0,0.00E+00
2.953346763E1,1.222100019E0,3.031699896E0,-1.516499996,3.603401859E0,0.00E+00
2.954346763E1,1.252699971E0,2.953599930E0,-1.62409997,3.595929709E0,0.00E+00
2.955346763E1,1.260399938E0,2.803400040E0,-1.68599999,3.505746105E0,0.00E+00
2.956346607E1,1.196499944E0,2.571599960E0,-1.565699935,3.239776961E0,0.00E+00
2.957346607E1,1.287599921E0,2.396800041E0,-1.352800012,3.038524620E0,0.00E+00
2.958346607E1,1.377799988E0,2.348599911E0,-1.058300018,2.921344430E0,0.00E+00
2.959346607E1,1.378799915E0,2.358199835E0,-0.753099978,2.833611696E0,0.00E+00
2.960346763E1,1.398399949E0,2.366499901E0,-0.61649996,2.817075860E0,0.00E+00
2.961346763E1,1.397199988E0,2.334100008E0,-0.56099999,2.777572977E0,0.00E+00
2.962346763E1,1.423699975E0,2.269899845E0,-0.498399973,2.725393450E0,0.00E+00
2.963346763E1,1.389400005E0,2.154299974E0,-0.457299978,2.603951617E0,0.00E+00
2.964346607E1,1.343400002E0,1.947999954E0,-0.466499984,2.411856053E0,0.00E+00
2.965346607E1,1.296499968E0,1.691299915E0,-0.538100004,2.197944309E0,0.00E+00
2.966346763E1,1.367599964E0,1.493399978E0,-0.525200009,2.091986665E0,0.00E+00
2.967346607E1,1.507900000E0,1.393999934E0,-0.543500006,2.124238801E0,0.00E+00
2.968346763E1,1.707599998E0,1.353600025E0,-0.653599978,2.274933782E0,0.00E+00
2.969346763E1,1.858399987E0,1.352100015E0,-0.816599965,2.438987590E0,0.00E+00
2.970346763E1,2.077699900E0,1.408900023E0,-1.041199923,2.717707384E0,0.00E+00
2.971346607E1,2.138499975E0,1.453400016E0,-1.228999972,2.862864768E0,0.00E+00
2.972346607E1,2.305299997E0,1.436499953E0,-1.387599945,3.050143243E0,0.00E+00
2.973346763E1,2.499300003E0,1.406700015E0,-1.466699958,3.221259723E0,0.00E+00
2.974346607E1,2.661499977E0,1.285399914E0,-1.614599943,3.367902618E0,0.00E+00
2.975346607E1,2.732800007E0,1.023100019E0,-1.781899929,3.419078367E0,0.00E+00
2.976346763E1,2.782099962E0,6.590999961E-1,-1.929299951,3.449158057E0,0.00E+00
2.977346763E1,2.761600018E0,3.423999846E-1,-2.006099939,3.430467807E0,0.00E+00
2.978346607E1,2.671799898E0,2.009999901E-1,-2.023000002,3.357297231E0,0.00E+00
2.979346607E1,2.631199837E0,1.671999991E-1,-2.136199951,3.393304975E0,0.00E+00
2.980346763E1,2.796799898E0,1.532000005E-1,-2.286900043,3.616002174E0,0.00E+00
2.981346607E1,2.893399954E0,6.009999663E-2,-2.267099857,3.676291211E0,0.00E+00
2.982346763E1,2.820799828E0,-0.0262,-2.162899971,3.554677818E0,0.00E+00
2.983346763E1,2.657999992E0,2.229999937E-2,-1.96449995,3.305256617E0,0.00E+00
2.984346763E1,2.444900036E0,1.767999977E-1,-1.741899967,3.007159776E0,0.00E+00
2.985346607E1,2.230399847E0,3.683999777E-1,-1.506399989,2.716549824E0,0.00E+00
2.986346607E1,2.131799936E0,5.867999792E-1,-1.247099996,2.538535716E0,0.00E+00
2.987346763E1,2.069200039E0,6.626999974E-1,-1.015100002,2.398163485E0,0.00E+00
2.988346763E1,1.884499907E0,5.347999930E-1,-0.831200004,2.127967194E0,0.00E+00
2.989346607E1,1.636600018E0,2.322999984E-1,-0.745599985,1.813378682E0,0.00E+00
2.990346763E1,1.385299921E0,-0.175499991,-0.710399985,1.566692139E0,0.00E+00
2.991346763E1,1.199599981E0,-0.697999954,-0.79369998,1.598813219E0,0.00E+00
2.992346607E1,1.021299958E0,-1.265900016,-0.787799954,1.807259036E0,0.00E+00
2.993346763E1,8.420000076E-1,-1.847499967,-0.652499974,2.132598498E0,0.00E+00
2.994346763E1,6.133999825E-1,-2.314800024,-0.487199992,2.443751731E0,0.00E+00
2.995346607E1,3.655000031E-1,-2.618000031,-0.292699993,2.659546521E0,0.00E+00
2.996346763E1,5.979999900E-2,-2.922499895,1.374000013E-1,2.926339084E0,0.00E+00
2.997346763E1,-0.135899991,-3.14839983,3.199000061E-1,3.167526844E0,0.00E+00
2.998346763E1,-0.102199994,-3.037099838,2.935000062E-1,3.052959633E0,0.00E+00
2.999346763E1,-0.0858,-2.699899912,4.375000000E-1,2.736462575E0,0.00E+00
3.000346607E1,-0.323699981,-2.621099949,9.757999778E-1,2.815516332E0,0.00E+00
3.001346763E1,-0.916599989,-3.139699936,1.672099948E0,3.673389370E0,0.00E+00
3.002346763E1,-1.086799979,-4.104300022,2.375599861E0,4.865170867E0,0.00E+00
3.003346763E1,-0.868699968,-4.416999817,2.404099941E0,5.103354146E0,0.00E+00
3.004346763E1,-0.897099972,-3.994299889,1.889799953E0,4.508942650E0,0.00E+00
3.005346763E1,-0.84009999,-3.486299992,1.033699989E0,3.732102798E0,0.00E+00
3.006346607E1,-0.788999975,-3.183199883,2.739999890E-1,3.290950994E0,0.00E+00
3.007346607E1,-0.824799955,-3.050199986,-0.389899999,3.183714329E0,0.00E+00
3.008346607E1,-1.086699963,-3.060199976,-0.949999988,3.383524890E0,0.00E+00
3.009346607E1,-1.360099912,-3.115499973,-1.389299989,3.672378836E0,0.00E+00
3.010346763E1,-1.733799934,-3.303399801,-1.753299952,4.122204893E0,0.00E+00
3.011346607E1,-2.062700033,-3.612999916,-2.084100008,4.653168024E0,0.00E+00
3.012346763E1,-2.425600052,-3.843999863,-2.273499966,5.082191717E0,0.00E+00
3.013346763E1,-2.526900053,-4.140599728,-2.54189992,5.476408055E0,0.00E+00
3.014346607E1,-2.538399935,-4.401000023,-2.896699905,5.848345559E0,0.00E+00
3.015346607E1,-2.714699984,-4.51609993,-3.329699993,6.233109707E0,0.00E+00
3.016346763E1,-2.986799955,-4.611899853,-3.626799822,6.583636622E0,0.00E+00
3.017346763E1,-3.329799891,-4.692800045,-3.725699902,6.854982081E0,0.00E+00
3.018346763E1,-3.836699963,-4.659399986,-3.972699881,7.225829999E0,0.00E+00
3.019346763E1,-4.314399719,-4.612099648,-3.966099977,7.457577162E0,0.00E+00
3.020346763E1,-4.580999851,-4.541999817,-3.661199808,7.417526947E0,0.00E+00
3.021346607E1,-4.70389986,-4.455699921,-3.318199873,7.279449572E0,0.00E+00
3.022346607E1,-4.662899971,-4.294099808,-2.694900036,6.887990672E0,0.00E+00
3.023346763E1,-4.408199787,-4.056799889,-2.167299986,6.370795863E0,0.00E+00
3.024346763E1,-3.989199877,-3.893199921,-1.793299913,5.855479985E0,0.00E+00
3.025346607E1,-3.661499977,-3.719299793,-1.620399952,5.464930836E0,0.00E+00
3.026346763E1,-3.190999985,-3.588500023,-1.576599956,5.054253727E0,0.00E+00
3.027346763E1,-2.882499933,-3.562999964,-1.491299987,4.819517637E0,0.00E+00
3.028346607E1,-2.639199972,-3.626399994,-1.427899957,4.706915306E0,0.00E+00
3.029346607E1,-2.48119998,-3.584199905,-1.403599977,4.579621731E0,0.00E+00
3.030346763E1,-2.310400009,-3.652400017,-1.209699988,4.487911335E0,0.00E+00
3.031346607E1,-2.136600018,-3.694399834,-0.992399991,4.381610150E0,0.00E+00
3.032346607E1,-1.782099962,-3.709100008,-0.682199955,4.171174885E0,0.00E+00
3.033346763E1,-1.363899946,-3.65749979,-0.310299993,3.915841399E0,0.00E+00
3.034346763E1,-0.792400003,-3.540199995,-0.0185,3.627844542E0,0.00E+00
3.035346607E1,-0.155399993,-3.436399937,-0.073799998,3.440703434E0,0.00E+00
3.036346607E1,5.769999623E-1,-3.307699919,-0.025799999,3.357748256E0,0.00E+00
3.037346763E1,1.424299955E0,-3.343199968,-0.163000003,3.637607097E0,0.00E+00
3.038346763E1,2.051699877E0,-3.310599804,-0.259499997,3.903445106E0,0.00E+00
3.039346607E1,2.496000051E0,-3.361099958,2.184999883E-1,4.192225117E0,0.00E+00
3.040346763E1,2.824499846E0,-3.595399857,7.402999997E-1,4.631710655E0,0.00E+00
3.041346763E1,2.889899969E0,-3.866299868,1.494300008E0,5.052992085E0,0.00E+00
3.042346607E1,2.917199850E0,-4.046700001,2.353299856E0,5.515782454E0,0.00E+00
3.043346607E1,2.859299898E0,-3.868999958,3.342099905E0,5.857848441E0,0.00E+00
3.044346763E1,2.774199963E0,-3.540400028,4.123099804E0,6.101685815E0,0.00E+00
3.045346607E1,2.582099915E0,-3.130699873,5.157199860E0,6.562410537E0,0.00E+00
3.046346763E1,2.372299910E0,-2.343699932,6.026700020E0,6.887804393E0,0.00E+00
3.047346763E1,2.378499985E0,-1.405799985,6.792399883E0,7.332818827E0,0.00E+00
3.048346763E1,2.185899973E0,-0.358699977,7.323799610E0,7.651461631E0,0.00E+00
3.049346607E1,2.438999891E0,4.921000004E-1,7.528100014E0,7.928629938E0,0.00E+00
3.050346607E1,2.594499826E0,1.153599977E0,7.409499645E0,7.934916966E0,0.00E+00
3.051346607E1,2.707200050E0,1.583400011E0,6.760099888E0,7.452183452E0,0.00E+00
3.052346763E1,2.548599958E0,1.720199943E0,5.905799866E0,6.658297203E0,0.00E+00
3.053346763E1,2.195099831E0,1.513000011E0,4.810100079E0,5.499517712E0,0.00E+00
3.054346763E1,1.619199991E0,1.218799949E0,3.704999924E0,4.223068359E0,0.00E+00
3.055346763E1,9.418999553E-1,9.779999852E-1,2.695999861E0,3.018621332E0,0.00E+00
3.056346607E1,3.726999760E-1,7.942000031E-1,1.826999903E0,2.026718422E0,0.00E+00
3.057346607E1,-0.262699992,5.712999701E-1,1.184499979E0,1.341057471E0,0.00E+00
3.058346607E1,-0.765199959,4.010999799E-1,6.067000031E-1,1.055697431E0,0.00E+00
3.059346763E1,-1.220199943,2.280999869E-1,2.924000025E-1,1.275309870E0,0.00E+00
3.060346763E1,-1.528699994,-0.015,1.949999928E-1,1.541159845E0,0.00E+00
3.061346763E1,-1.903499961,-0.157700002,2.153999954E-1,1.922128651E0,0.00E+00
3.062346763E1,-2.048399925,-0.217299998,3.421999812E-1,2.088124127E0,0.00E+00
3.063346763E1,-2.197599888,-0.202099994,5.633999705E-1,2.277654320E0,0.00E+00
3.064346763E1,-2.233399868,-0.278699994,7.100999951E-1,2.360082766E0,0.00E+00
3.065346607E1,-2.145099878,-0.328599989,9.465000033E-1,2.367550147E0,0.00E+00
3.066346763E1,-1.971899986,-0.243999988,1.182600021E0,2.312243145E0,0.00E+00
3.067346607E1,-1.743299961,-0.152699992,1.199999928E0,2.121888751E0,0.00E+00
3.068346763E1,-1.479499936,-0.075499997,9.961999655E-1,1.785226787E0,0.00E+00
3.069346763E1,-1.172099948,-0.0041,7.195999622E-1,1.375376023E0,0.00E+00
3.070346763E1,-0.948499978,6.119999662E-2,3.326999843E-1,1.007018831E0,0.00E+00
3.071346607E1,-0.671400011,1.404999942E-1,-0.032899998,6.867318490E-1,0.00E+00
3.072346607E1,-0.410400003,2.230999917E-1,-0.337300003,5.761710342E-1,0.00E+00
3.073346763E1,-0.136399999,3.184999824E-1,-0.508399963,6.152379388E-1,0.00E+00
3.074346763E1,1.594000012E-1,4.355999827E-1,-0.477399975,6.656323621E-1,0.00E+00
3.075346607E1,4.089999795E-1,5.453999639E-1,-0.440799981,8.118169297E-1,0.00E+00
3.076346763E1,6.900999546E-1,7.644999623E-1,-0.49059999,1.140783279E0,0.00E+00
3.077346763E1,1.041399956E0,8.765999675E-1,-0.558600009,1.471385517E0,0.00E+00
3.078346607E1,1.413599968E0,1.037999988E0,-0.59649998,1.852436522E0,0.00E+00
3.079346607E1,1.766699910E0,1.198899984E0,-0.575699985,2.211339010E0,0.00E+00
3.080346763E1,2.130100012E0,1.358899951E0,-0.703999996,2.622889844E0,0.00E+00
3.081346607E1,2.424999952E0,1.556800008E0,-0.87529999,3.011710661E0,0.00E+00
3.082346607E1,2.690599918E0,1.733699918E0,-1.226300001,3.427660283E0,0.00E+00
3.083346763E1,2.886499882E0,1.917999983E0,-1.628999949,3.829392424E0,0.00E+00
3.084346763E1,2.992399931E0,2.011899948E0,-1.8829,4.067863218E0,0.00E+00
3.085346607E1,3.008100033E0,2.044800043E0,-2.01549983,4.158378601E0,0.00E+00
3.086346607E1,3.051699877E0,2.331500053E0,-1.995499969,4.327907666E0,0.00E+00
3.087346763E1,3.182299852E0,2.587899923E0,-2.068099976,4.593614685E0,0.00E+00
3.088346763E1,3.289399862E0,2.723500013E0,-1.978500009,4.706598141E0,0.00E+00
3.089346607E1,3.430299997E0,2.894599915E0,-1.754299998,4.819049203E0,0.00E+00
3.090346763E1,3.586199999E0,3.032699823E0,-1.516799927,4.935461546E0,0.00E+00
3.091346763E1,3.775799990E0,3.136499882E0,-1.495000005,5.131210587E0,0.00E+00
3.092346607E1,3.968699932E0,3.165999889E0,-1.601799965,5.323523042E0,0.00E+00
3.093346607E1,4.046799660E0,3.160300016E0,-1.797299981,5.440070854E0,0.00E+00
3.094346763E1,4.216000080E0,2.972599983E0,-1.972499967,5.522840162E0,0.00E+00
3.095346607E1,4.143300056E0,2.809499979E0,-1.978099942,5.382667078E0,0.00E+00
3.096346607E1,4.105099678E0,2.692600012E0,-1.929899931,5.275078382E0,0.00E+00
3.097346763E1,4.043200016E0,2.582799911E0,-1.720699906,5.096972623E0,0.00E+00
3.098346763E1,3.929899931E0,2.559999943E0,-1.380399942,4.889091651E0,0.00E+00
3.099346607E1,3.872900009E0,2.682399988E0,-1.176599979,4.855822452E0,0.00E+00
3.100346607E1,3.891299963E0,2.821699858E0,-0.954599977,4.900557785E0,0.00E+00
3.101346607E1,3.984399796E0,2.908399820E0,-0.824000001,5.001320550E0,0.00E+00
3.102346763E1,4.083199978E0,3.030200005E0,-0.894199967,5.162773258E0,0.00E+00
3.103346607E1,4.195499897E0,3.018599987E0,-1.017699957,5.267815341E0,0.00E+00
3.104346763E1,4.310299873E0,2.892699957E0,-1.182500005,5.323974483E0,0.00E+00
3.105346763E1,4.339399815E0,2.691599846E0,-1.299999952,5.269259944E0,0.00E+00
3.106346607E1,4.293299675E0,2.386499882E0,-1.358099937,5.096296619E0,0.00E+00
3.107346607E1,4.202099800E0,2.036900043E0,-1.356299996,4.862731146E0,0.00E+00
3.108346607E1,4.263599873E0,1.732399940E0,-1.323300004,4.788592312E0,0.00E+00
3.109346607E1,4.262399673E0,1.443699956E0,-1.297799945,4.683652980E0,0.00E+00
3.110346607E1,4.296899796E0,1.170899987E0,-1.211499929,4.615418368E0,0.00E+00
3.111346607E1,4.360899925E0,9.976999760E-1,-1.114599943,4.610334742E0,0.00E+00
3.112346763E1,4.525000095E0,9.882999659E-1,-1.02579999,4.743904331E0,0.00E+00
3.113346763E1,4.627699852E0,1.016899943E0,-0.985199988,4.839453526E0,0.00E+00
3.114346607E1,4.560499668E0,1.041000009E0,-1.012799978,4.786188675E0,0.00E+00
3.115346607E1,4.429599762E0,1.097800016E0,-1.059999943,4.685095389E0,0.00E+00
3.116346763E1,4.087100029E0,1.059000015E0,-1.056100011,4.352150608E0,0.00E+00
3.117346607E1,3.730199814E0,1.003399968E0,-1.08099997,4.011204692E0,0.00E+00
3.118346763E1,3.427599907E0,8.039000034E-1,-1.032199979,3.668805410E0,0.00E+00
3.119346763E1,3.140399933E0,4.413999915E-1,-0.887299955,3.293060416E0,0.00E+00
3.120346763E1,2.791599989E0,1.030999944E-1,-0.773899972,2.898720627E0,0.00E+00
3.121346607E1,2.616899967E0,-0.328399986,-0.358500004,2.661678839E0,0.00E+00
3.122346607E1,2.352699995E0,-0.735699952,-0.0174,2.465107390E0,0.00E+00
3.123346763E1,2.117199898E0,-1.138700008,2.847999930E-1,2.420802378E0,0.00E+00
3.124346607E1,1.773399949E0,-1.487800002,4.523999989E-1,2.358635619E0,0.00E+00
3.125346607E1,1.450299978E0,-1.919399977,6.693999767E-1,2.497110856E0,0.00E+00
3.126346763E1,1.080799937E0,-2.353099823,7.773000002E-1,2.703590681E0,0.00E+00
3.127346763E1,5.871999860E-1,-2.601199865,9.445999861E-1,2.829012848E0,0.00E+00
3.128346607E1,1.957999915E-1,-2.741099834,8.180999756E-1,2.867272835E0,0.00E+00
3.129346607E1,-0.219599992,-2.847800016,8.537999988E-1,2.981134604E0,0.00E+00
3.130346763E1,-0.510399997,-2.702399969,1.200199962E0,3.000658877E0,0.00E+00
3.131346607E1,-0.813899994,-2.452299833,1.459699988E0,2.967647507E0,0.00E+00
3.132346607E1,-1.082700014,-2.35469985,1.611899972E0,3.052060324E0,0.00E+00
3.133346763E1,-1.336799979,-2.23300004,1.774500012E0,3.149948199E0,0.00E+00
3.134346763E1,-1.547299981,-2.136999846,1.829599977E0,3.210660624E0,0.00E+00
3.135346607E1,-1.655699968,-2.213899851,1.678200006E0,3.234045485E0,0.00E+00
3.136346607E1,-1.799999952,-2.405900002,1.486999989E0,3.352539875E0,0.00E+00
3.137346763E1,-2.009500027,-2.575199842,1.247599959E0,3.496605532E0,0.00E+00
3.138346607E1,-2.29369998,-2.64199996,1.206499934E0,3.700927651E0,0.00E+00
3.139346607E1,-2.574199915,-2.743399858,1.265699983E0,3.969224664E0,0.00E+00
3.140346763E1,-2.772199869,-2.819499969,1.503199935E0,4.230163382E0,0.00E+00
3.141346763E1,-3.005199909,-2.879199982,1.680899978E0,4.488479003E0,0.00E+00
3.142346607E1,-3.223899841,-2.882699966,1.816399932E0,4.690714018E0,0.00E+00
3.143346763E1,-3.378899813,-2.788599968,1.948399901E0,4.794738356E0,0.00E+00
3.144346607E1,-3.431200027,-2.646299839,2.017799854E0,4.779911371E0,0.00E+00
3.145346607E1,-3.440299988,-2.584100008,1.993699908E0,4.742159443E0,0.00E+00
3.146346607E1,-3.377199888,-2.631899834,1.789199948E0,4.640432337E0,0.00E+00
3.147346763E1,-3.311100006,-2.623800039,1.572499990E0,4.507822769E0,0.00E+00
3.148346763E1,-3.379799843,-2.669100046,1.521899939E0,4.567638499E0,0.00E+00
3.149346607E1,-3.406800032,-2.659499884,1.569700003E0,4.598171831E0,0.00E+00
3.150346607E1,-3.411599874,-2.653899908,1.676699996E0,4.636110579E0,0.00E+00
3.151346607E1,-3.394399881,-2.671799898,1.843799949E0,4.696814186E0,0.00E+00
3.152346607E1,-3.394500017,-2.654899836,2.019700050E0,4.759234371E0,0.00E+00
3.153346607E1,-3.411999941,-2.671399832,2.133699894E0,4.830196258E0,0.00E+00
3.154346763E1,-3.42689991,-2.701099873,2.245599985E0,4.907372292E0,0.00E+00
3.155346763E1,-3.301499844,-2.792099953,2.227900028E0,4.864078731E0,0.00E+00
3.156346607E1,-3.173399925,-2.885999918,2.157199860E0,4.801351252E0,0.00E+00
3.157346607E1,-3.012899876,-2.96269989,2.162999868E0,4.746970058E0,0.00E+00
3.158346607E1,-2.80009985,-3.080699921,2.225299835E0,4.720511681E0,0.00E+00
3.159346607E1,-2.653100014,-3.113299847,2.323400021E0,4.704228234E0,0.00E+00
3.160346607E1,-2.414700031,-3.040599823,2.348599911E0,4.537834843E0,0.00E+00
3.161346763E1,-2.114099979,-2.862399817,2.399499893E0,4.291893658E0,0.00E+00
3.162346763E1,-1.879799962,-2.807099819,2.417599916E0,4.154304593E0,0.00E+00
3.163346763E1,-1.53579998,-2.76789999,2.441400051E0,3.997547516E0,0.00E+00
3.164346607E1,-1.337299943,-2.637799978,2.440199852E0,3.834179858E0,0.00E+00
3.165346607E1,-1.127399921,-2.583400011,2.364300013E0,3.678980939E0,0.00E+00
3.166346763E1,-0.886999965,-2.664899826,2.193500042E0,3.563692250E0,0.00E+00
3.167346607E1,-0.802100003,-2.793799877,2.057399988E0,3.561120172E0,0.00E+00
3.168346607E1,-0.734600008,-2.792099953,1.936699986E0,3.476530764E0,0.00E+00
3.169346763E1,-0.566299975,-2.68840003,1.743399978E0,3.253864451E0,0.00E+00
3.170346763E1,-0.463999987,-2.610599995,1.564700007E0,3.078768331E0,0.00E+00
3.171346607E1,-0.310499996,-2.697799921,1.314800024E0,3.017156569E0,0.00E+00
3.172346607E1,-0.223799989,-2.852399826,1.191299915E0,3.099268735E0,0.00E+00
3.173346763E1,-0.144400001,-2.985499859,8.914999962E-1,3.119107727E0,0.00E+00
3.174346607E1,-0.149899989,-3.164099932,5.999999642E-1,3.223972447E0,0.00E+00
3.175346607E1,-0.042799998,-3.033299923,3.368999958E-1,3.052251934E0,0.00E+00
3.176346763E1,3.847000003E-1,-2.678799868,3.819999844E-2,2.706551692E0,0.00E+00
3.177346763E1,8.863999844E-1,-2.377899885,-0.219300002,2.547195573E0,0.00E+00
3.178346607E1,1.284500003E0,-2.250399828,-0.564599991,2.651982804E0,0.00E+00
3.179346607E1,1.479900002E0,-2.180599928,-0.910699964,2.788278050E0,0.00E+00
3.180346763E1,1.522799969E0,-1.784699917,-1.264999986,2.665388996E0,0.00E+00
3.181346763E1,1.600099921E0,-1.218999982,-1.24059999,2.363338539E0,0.00E+00
3.182346607E1,1.692399979E0,-0.493199974,-0.875499964,1.968238829E0,0.00E+00
3.183346763E1,2.083699942E0,2.638999820E-1,-0.465199977,2.151246073E0,0.00E+00
3.184346763E1,2.417700052E0,7.637999654E-1,-0.101099998,2.537495840E0,0.00E+00
3.185346607E1,3.025499821E0,1.317399979E0,1.568000019E-1,3.303600779E0,0.00E+00
3.186346607E1,3.168999910E0,1.480599999E0,6.089000106E-1,3.550421949E0,0.00E+00
3.187346763E1,3.357199907E0,1.880399942E0,5.809000134E-1,3.891547248E0,0.00E+00
3.188346763E1,3.489099979E0,1.945299983E0,4.737999737E-1,4.022747457E0,0.00E+00
3.189346607E1,3.367100000E0,1.919299960E0,1.897999942E-1,3.880347766E0,0.00E+00
3.190346763E1,3.149299860E0,1.970999956E0,-0.251399994,3.723725606E0,0.00E+00
3.191346763E1,2.825700045E0,1.953699946E0,-0.84649998,3.538090790E0,0.00E+00
3.192346607E1,2.613199949E0,1.878899932E0,-1.413699985,3.515341602E0,0.00E+00
3.193346607E1,2.188499928E0,1.678900003E0,-1.849399924,3.320921142E0,0.00E+00
3.194346763E1,1.748699903E0,1.375000000E0,-2.039900064,3.018239325E0,0.00E+00
3.195346607E1,1.088299990E0,8.701999784E-1,-1.49089992,2.040692883E0,0.00E+00
3.196346763E1,5.031999946E-1,3.726999760E-1,-0.414700002,7.510603157E-1,0.00E+00
3.197346763E1,1.548999995E-1,-0.0149,7.128999829E-1,7.296865118E-1,0.00E+00
3.198346763E1,2.442999929E-1,1.489999983E-2,1.506399989E0,1.526153801E0,0.00E+00
3.199346607E1,4.776999950E-1,3.445000052E-1,1.858099937E0,1.949208279E0,0.00E+00
3.200346607E1,8.341999650E-1,7.067999840E-1,1.703299999E0,2.024027343E0,0.00E+00
3.201346607E1,1.123600006E0,1.048699975E0,1.362800002E0,2.054135452E0,0.00E+00
3.202346763E1,1.332799911E0,1.465099931E0,6.126999855E-1,2.073228083E0,0.00E+00
3.203346763E1,1.292500019E0,1.727899909E0,-0.219599992,2.168967162E0,0.00E+00
3.204346763E1,1.246599913E0,1.816999912E0,-0.871099949,2.369454609E0,0.00E+00
3.205346763E1,1.312299967E0,1.870199919E0,-1.088699937,2.530819332E0,0.00E+00
3.206346607E1,1.461099982E0,1.898499966E0,-1.38169992,2.765539721E0,0.00E+00
3.207346607E1,1.508299947E0,1.893299937E0,-1.771899939,2.999863793E0,0.00E+00
3.208346607E1,1.622799993E0,1.906099916E0,-2.090399981,3.261359959E0,0.00E+00
3.209346763E1,1.794999957E0,1.976599932E0,-2.276399851,3.508698964E0,0.00E+00
3.210346607E1,1.965499997E0,2.065500021E0,-2.545399904,3.822112145E0,0.00E+00
3.211346763E1,2.259899855E0,2.234400034E0,-2.900599957,4.302693456E0,0.00E+00
3.212346763E1,2.495899916E0,2.424499989E0,-3.263899803,4.770823672E0,0.00E+00
3.213346763E1,2.792699814E0,2.663499832E0,-3.656099796,5.316057687E0,0.00E+00
3.214346607E1,2.945099831E0,2.839999914E0,-3.543399811,5.412475842E0,0.00E+00
3.215346607E1,2.842599869E0,2.766499996E0,-3.097999811,5.033040738E0,0.00E+00
3.216346763E1,2.640799999E0,2.529599905E0,-2.488999844,4.423552931E0,0.00E+00
3.217346607E1,2.411499977E0,2.180099964E0,-1.975899935,3.804254006E0,0.00E+00
3.218346607E1,2.157099962E0,1.886099935E0,-1.434700012,3.204499545E0,0.00E+00
3.219346763E1,1.909199953E0,1.550400019E0,-1.015900016,2.660984314E0,0.00E+00
3.220346763E1,1.698399901E0,1.261799932E0,-0.644400001,2.211775905E0,0.00E+00
3.221346607E1,1.516999960E0,9.727999568E-1,-0.389999986,1.843835303E0,0.00E+00
3.222346607E1,1.316399932E0,7.423999906E-1,-0.284500003,1.537857854E0,0.00E+00
3.223346763E1,1.175999999E0,5.615000129E-1,-0.220100001,1.321628644E0,0.00E+00
3.224346607E1,9.389999509E-1,3.421999812E-1,-0.234599993,1.026576296E0,0.00E+00
3.225346763E1,6.746000051E-1,8.549999446E-2,-0.168099999,7.004662917E-1,0.00E+00
3.226346763E1,4.510999918E-1,-0.080699995,2.172999978E-1,5.071715497E-1,0.00E+00
3.227346763E1,4.167999923E-1,-0.106799997,1.020200014E0,1.107220187E0,0.00E+00
3.228346607E1,4.923999906E-1,1.569999941E-2,1.725999951E0,1.794931774E0,0.00E+00
3.229346607E1,6.782999635E-1,3.258000016E-1,2.210500002E0,2.335068894E0,0.00E+00
3.230346763E1,6.687999964E-1,7.232999802E-1,2.381000042E0,2.576745524E0,0.00E+00
3.231346763E1,7.854999900E-1,9.906999469E-1,2.384599924E0,2.699039351E0,0.00E+00
3.232346607E1,6.936999559E-1,1.107499957E0,2.281299829E0,2.629088187E0,0.00E+00
3.233346763E1,6.283999681E-1,1.034099936E0,1.975799918E0,2.316901922E0,0.00E+00
3.234346763E1,5.407999754E-1,7.123999596E-1,1.647099972E0,1.874277630E0,0.00E+00
3.235346607E1,4.729999900E-1,3.612999916E-1,1.427500010E0,1.546616614E0,0.00E+00
